Date,US_10Y_Yield_Actual,US_10Y_Yield,AAA_Bond_Yield_Actual,AAA_Bond_Yield,BAA_Bond_Yield_Actual,BAA_Bond_Yield,Junk_Bond_Yield_Actual,Junk_Bond_Yield
2021-12-01,4.331166908821931,3.020387567907582,5.112458098955991,3.4967959248621847,5.75131024852163,4.550038947394747,3.095689243960613,5.098762586591124
2022-01-01,4.293394212933252,3.0202886763212997,5.085599873931231,3.4966829504795065,5.723475282693197,4.5536055787375105,3.302301694610779,5.098975589647835
2022-02-01,4.25665295666405,3.0202810919390783,5.059408353951254,3.4966796733027437,5.696469634935874,4.55464807152383,3.4629732525832027,5.099010840036177
2022-03-01,4.220914975022033,3.020280510263166,5.033866989314199,3.49667957823794,5.670268596454711,4.554952782357411,3.5879190119508038,5.099016673707757
2022-04-01,4.186152872101895,3.020280465652167,5.0089596411335,3.496679575480287,5.644848194631346,4.555041846467321,3.6850827102490795,5.099017639136102
2022-05-01,4.152340000084255,3.0202804622307755,4.984670571140171,3.496679575400292,5.620185171090279,4.555067879068725,3.760641771355129,5.099017798907163
2022-06-01,4.119450438808059,3.020280461968375,4.960984431738225,3.496679575397972,5.59625696041864,4.555075488153198,3.819400050580993,5.099017825348059
2022-07-01,4.087458975900789,3.020280461948251,4.93788625630695,3.4966795753979047,5.57304166951998,4.555077712217003,3.865093251727827,5.099017829723827
2022-08-01,4.056341087451241,3.0202804619467076,4.915361449743913,3.4966795753979025,5.550518057583204,4.555078362289929,3.900626433750046,5.099017830447983
2022-09-01,4.0260729192100655,3.020280461946589,4.893395779242718,3.4966795753979025,5.528665516648311,4.555078552300129,3.928258707106575,5.099017830567826
2022-10-01,3.99663126830366,3.02028046194658,4.87197536529968,3.4966795753979025,5.507464052751149,4.555078607838324,3.9497468623292757,5.099017830587659
2022-11-01,3.9679935654473812,3.0202804619465793,4.8510866729437545,3.4966795753979025,5.486894267629965,4.555078624071615,3.96645706235217,5.099017830590941
2022-12-01,3.9401378576444563,3.0202804619465793,4.830716503184159,3.4966795753979025,5.4669373409769735,4.555078628816453,3.9794516997191853,5.099017830591484
2023-01-01,3.91304279135733,3.0202804619465793,4.810851984670292,3.4966795753979025,5.447575013218738,4.555078630203325,3.9895569408335274,5.099017830591574
2023-02-01,3.886687596138535,3.0202804619465793,4.791480565558684,3.4966795753979025,5.428789568809582,4.555078630608694,3.997415251542389,5.099017830591589
2023-03-01,3.8610520687085548,3.0202804619465793,4.772590005581826,3.4966795753979025,5.410563820022772,4.55507863072718,4.003526243501736,5.099017830591591
2023-04-01,3.8361165574684546,3.0202804619465793,4.754168368313887,3.4966795753979025,5.392881091224618,4.5550786307618125,4.008278438230445,5.099017830591592
2023-05-01,3.811861947435427,3.0202804619465793,4.736204013628412,3.4966795753979025,5.375725203617117,4.555078630771935,4.011973968332562,5.099017830591592
2023-06-01,3.7882696455896885,3.0202804619465793,4.718685590343247,3.4966795753979025,5.359080460435175,4.555078630774894,4.014847786329361,5.099017830591592
2023-07-01,3.765321566621504,3.0202804619465793,4.7016020290480345,3.4966795753979025,5.342931632584864,4.555078630775759,4.017082602350476,5.099017830591592
2023-08-01,3.7430001190674096,3.0202804619465793,4.684942535109764,3.4966795753979025,5.327263944709577,4.555078630776011,4.018820500385006,5.099017830591592
2023-09-01,3.721288191825004,3.0202804619465793,4.668696581851936,3.4966795753979025,5.312063061671326,4.5550786307760855,4.020171971624646,5.099017830591592
2023-10-01,3.7001691410359774,3.0202804619465793,4.652853903903044,3.4966795753979025,5.297315075434823,4.555078630776107,4.021222939216117,5.099017830591592
2023-11-01,3.679626777327316,3.0202804619465793,4.6374044907101695,3.4966795753979025,5.283006492342329,4.555078630776113,4.0220402210390125,5.099017830591592
2023-12-01,3.659645353400906,3.0202804619465793,4.6223385802135875,3.4966795753979025,5.269124220767647,4.555078630776115,4.022675777818741,5.099017830591592
2024-01-01,3.640209551962021,3.0202804619465793,4.607646652678393,3.4966795753979025,5.255655559137949,4.555078630776116,4.023170016658936,5.099017830591592
2024-02-01,3.621304473977439,3.0202804619465793,4.593319424679235,3.4966795753979025,5.242588184312482,4.555078630776116,4.0235543600236,5.099017830591592
2024-03-01,3.6029156272541916,3.0202804619465793,4.579347843234383,3.4966795753979025,5.2299101403075205,4.555078630776116,4.023853243498447,5.099017830591592
2024-04-01,3.5850289153301853,3.0202804619465793,4.565723080085391,3.4966795753979025,5.217609827357248,4.555078630776116,4.024085669344057,5.099017830591592
2024-05-01,3.567630626668183,3.0202804619465793,4.552436526118765,3.4966795753979025,5.205675991300565,4.555078630776116,4.0242664146118745,5.099017830591592
2024-06-01,3.5507074241448557,3.0202804619465793,4.539479785926101,3.4966795753979025,5.194097713284098,4.555078630776116,4.024406970632023,5.099017830591592
2024-07-01,3.534246334826857,3.0202804619465793,4.526844672499259,3.4966795753979025,5.182864399772009,4.555078630776116,4.024516273603206,5.099017830591592
2024-08-01,3.518234740026072,3.0202804619465793,4.514523202057212,3.4966795753979025,5.171965772853445,4.555078630776116,4.02460127273378,5.099017830591592
2024-09-01,3.5026603656264266,3.0202804619465793,4.502507589001322,3.4966795753979025,5.1613918608387745,4.555078630776116,4.024667372054962,5.099017830591592
2024-10-01,3.4875112726748334,3.0202804619465793,4.490790240995828,3.4966795753979025,5.151132989135996,4.555078630776116,4.02471877399556,5.099017830591592
2024-11-01,3.47277584822907,3.0202804619465793,4.479363754170459,3.4966795753979025,5.141179771398979,4.555078630776116,4.024758746561844,5.099017830591592
